7.680000000000000000e+02,4.200000000000000000e+01
5.730000000000000000e+02,8.100000000000000000e+01
5.770000000000000000e+02,9.100000000000000000e+01
4.830000000000000000e+02,9.400000000000000000e+01
8.160000000000000000e+02,1.530000000000000000e+02
6.960000000000000000e+02,2.110000000000000000e+02
6.470000000000000000e+02,2.130000000000000000e+02
6.940000000000000000e+02,2.150000000000000000e+02
6.460000000000000000e+02,2.200000000000000000e+02
3.720000000000000000e+02,2.230000000000000000e+02
7.050000000000000000e+02,2.280000000000000000e+02
6.460000000000000000e+02,2.360000000000000000e+02
6.440000000000000000e+02,2.440000000000000000e+02
7.140000000000000000e+02,4.000000000000000000e+01
1.002000000000000000e+03,6.400000000000000000e+01
5.070000000000000000e+02,7.700000000000000000e+01
9.600000000000000000e+02,9.900000000000000000e+01
3.840000000000000000e+02,1.010000000000000000e+02
3.920000000000000000e+02,1.020000000000000000e+02
5.570000000000000000e+02,1.070000000000000000e+02
1.114000000000000000e+03,1.490000000000000000e+02
2.480000000000000000e+02,2.050000000000000000e+02
7.640000000000000000e+02,2.180000000000000000e+02
7.640000000000000000e+02,2.230000000000000000e+02
7.520000000000000000e+02,2.300000000000000000e+02
6.720000000000000000e+02,2.310000000000000000e+02
6.020000000000000000e+02,2.460000000000000000e+02
9.550000000000000000e+02,6.100000000000000000e+01
6.180000000000000000e+02,6.500000000000000000e+01
2.900000000000000000e+02,6.600000000000000000e+01
2.900000000000000000e+02,6.700000000000000000e+01
2.900000000000000000e+02,7.000000000000000000e+01
5.780000000000000000e+02,8.600000000000000000e+01
5.780000000000000000e+02,8.900000000000000000e+01
4.010000000000000000e+02,1.050000000000000000e+02
6.750000000000000000e+02,1.060000000000000000e+02
7.150000000000000000e+02,1.090000000000000000e+02
5.370000000000000000e+02,1.150000000000000000e+02
3.690000000000000000e+02,1.250000000000000000e+02
1.001000000000000000e+03,1.270000000000000000e+02
6.320000000000000000e+02,1.300000000000000000e+02
5.520000000000000000e+02,1.530000000000000000e+02
9.680000000000000000e+02,1.750000000000000000e+02
7.380000000000000000e+02,1.780000000000000000e+02
7.090000000000000000e+02,2.110000000000000000e+02
6.550000000000000000e+02,2.410000000000000000e+02
5.710000000000000000e+02,2.660000000000000000e+02
4.280000000000000000e+02,4.900000000000000000e+01
4.330000000000000000e+02,4.900000000000000000e+01
6.480000000000000000e+02,5.000000000000000000e+01
7.550000000000000000e+02,5.300000000000000000e+01
5.400000000000000000e+02,5.500000000000000000e+01
4.650000000000000000e+02,5.600000000000000000e+01
4.880000000000000000e+02,5.700000000000000000e+01
5.040000000000000000e+02,5.800000000000000000e+01
5.320000000000000000e+02,6.000000000000000000e+01
5.350000000000000000e+02,6.000000000000000000e+01
6.620000000000000000e+02,8.200000000000000000e+01
7.470000000000000000e+02,9.400000000000000000e+01
8.630000000000000000e+02,9.800000000000000000e+01
6.340000000000000000e+02,1.070000000000000000e+02
3.880000000000000000e+02,1.090000000000000000e+02
4.270000000000000000e+02,1.100000000000000000e+02
4.270000000000000000e+02,1.220000000000000000e+02
4.120000000000000000e+02,1.280000000000000000e+02
8.950000000000000000e+02,1.280000000000000000e+02
7.870000000000000000e+02,1.360000000000000000e+02
5.300000000000000000e+02,1.370000000000000000e+02
9.000000000000000000e+02,1.430000000000000000e+02
2.450000000000000000e+02,1.520000000000000000e+02
1.136000000000000000e+03,1.550000000000000000e+02
1.024000000000000000e+03,1.640000000000000000e+02
1.015000000000000000e+03,1.650000000000000000e+02
2.990000000000000000e+02,1.660000000000000000e+02
7.010000000000000000e+02,1.720000000000000000e+02
8.550000000000000000e+02,1.780000000000000000e+02
4.870000000000000000e+02,1.830000000000000000e+02
7.870000000000000000e+02,1.830000000000000000e+02
1.460000000000000000e+02,1.930000000000000000e+02
6.530000000000000000e+02,1.930000000000000000e+02
6.830000000000000000e+02,1.940000000000000000e+02
8.280000000000000000e+02,2.040000000000000000e+02
4.090000000000000000e+02,2.080000000000000000e+02
4.050000000000000000e+02,2.100000000000000000e+02
7.340000000000000000e+02,2.100000000000000000e+02
4.030000000000000000e+02,2.110000000000000000e+02
5.590000000000000000e+02,2.120000000000000000e+02
1.710000000000000000e+02,2.170000000000000000e+02
3.100000000000000000e+02,2.300000000000000000e+02
7.490000000000000000e+02,2.320000000000000000e+02
5.790000000000000000e+02,2.360000000000000000e+02
7.610000000000000000e+02,2.360000000000000000e+02
2.370000000000000000e+02,2.380000000000000000e+02
6.820000000000000000e+02,2.390000000000000000e+02
5.720000000000000000e+02,2.660000000000000000e+02
5.960000000000000000e+02,2.670000000000000000e+02
6.280000000000000000e+02,6.200000000000000000e+01
3.500000000000000000e+02,6.600000000000000000e+01
1.136000000000000000e+03,8.700000000000000000e+01
3.520000000000000000e+02,1.450000000000000000e+02
1.125000000000000000e+03,1.500000000000000000e+02
7.340000000000000000e+02,1.530000000000000000e+02
1.480000000000000000e+02,1.570000000000000000e+02
7.600000000000000000e+02,1.570000000000000000e+02
3.360000000000000000e+02,1.730000000000000000e+02
6.890000000000000000e+02,1.740000000000000000e+02
7.280000000000000000e+02,1.750000000000000000e+02
7.260000000000000000e+02,1.850000000000000000e+02
1.480000000000000000e+02,1.880000000000000000e+02
7.870000000000000000e+02,1.880000000000000000e+02
7.030000000000000000e+02,1.900000000000000000e+02
9.600000000000000000e+02,2.010000000000000000e+02
7.050000000000000000e+02,2.310000000000000000e+02
5.880000000000000000e+02,2.490000000000000000e+02
4.330000000000000000e+02,2.510000000000000000e+02
5.700000000000000000e+02,2.510000000000000000e+02
5.340000000000000000e+02,2.630000000000000000e+02
4.790000000000000000e+02,6.200000000000000000e+01
4.960000000000000000e+02,6.300000000000000000e+01
1.094000000000000000e+03,1.270000000000000000e+02
6.350000000000000000e+02,1.690000000000000000e+02
7.190000000000000000e+02,1.690000000000000000e+02
4.040000000000000000e+02,2.650000000000000000e+02
3.440000000000000000e+02,5.600000000000000000e+01
3.700000000000000000e+02,1.000000000000000000e+02
5.460000000000000000e+02,1.360000000000000000e+02
2.020000000000000000e+02,1.400000000000000000e+02
4.020000000000000000e+02,1.420000000000000000e+02
