9.200000000000000000e+02,4.900000000000000000e+01
1.000000000000000000e+02,7.200000000000000000e+01
4.860000000000000000e+02,7.500000000000000000e+01
8.120000000000000000e+02,1.020000000000000000e+02
1.074000000000000000e+03,9.100000000000000000e+01
3.500000000000000000e+02,1.510000000000000000e+02
9.250000000000000000e+02,1.640000000000000000e+02
3.540000000000000000e+02,1.770000000000000000e+02
7.320000000000000000e+02,1.770000000000000000e+02
4.590000000000000000e+02,2.000000000000000000e+02
4.390000000000000000e+02,2.040000000000000000e+02
8.400000000000000000e+02,2.040000000000000000e+02
8.000000000000000000e+02,2.240000000000000000e+02
7.610000000000000000e+02,2.760000000000000000e+02
8.880000000000000000e+02,3.010000000000000000e+02
9.800000000000000000e+02,7.200000000000000000e+01
2.620000000000000000e+02,9.900000000000000000e+01
4.840000000000000000e+02,9.500000000000000000e+01
7.730000000000000000e+02,1.430000000000000000e+02
7.330000000000000000e+02,1.730000000000000000e+02
4.010000000000000000e+02,1.940000000000000000e+02
1.153000000000000000e+03,2.270000000000000000e+02
8.240000000000000000e+02,2.930000000000000000e+02
8.630000000000000000e+02,5.800000000000000000e+01
2.680000000000000000e+02,1.140000000000000000e+02
2.460000000000000000e+02,1.170000000000000000e+02
7.510000000000000000e+02,1.390000000000000000e+02
7.830000000000000000e+02,1.620000000000000000e+02
3.810000000000000000e+02,1.960000000000000000e+02
7.600000000000000000e+02,2.130000000000000000e+02
1.153000000000000000e+03,2.270000000000000000e+02
1.167000000000000000e+03,2.440000000000000000e+02
7.960000000000000000e+02,2.920000000000000000e+02
7.450000000000000000e+02,4.600000000000000000e+01
1.710000000000000000e+02,8.300000000000000000e+01
1.630000000000000000e+02,9.000000000000000000e+01
1.100000000000000000e+02,8.100000000000000000e+01
1.630000000000000000e+02,9.000000000000000000e+01
3.060000000000000000e+02,1.200000000000000000e+02
1.480000000000000000e+02,8.700000000000000000e+01
1.860000000000000000e+02,1.020000000000000000e+02
1.530000000000000000e+02,8.800000000000000000e+01
2.590000000000000000e+02,1.130000000000000000e+02
7.680000000000000000e+02,1.120000000000000000e+02
4.150000000000000000e+02,1.230000000000000000e+02
8.930000000000000000e+02,1.260000000000000000e+02
9.350000000000000000e+02,1.410000000000000000e+02
4.760000000000000000e+02,1.560000000000000000e+02
3.110000000000000000e+02,1.730000000000000000e+02
6.260000000000000000e+02,1.760000000000000000e+02
5.950000000000000000e+02,1.790000000000000000e+02
6.680000000000000000e+02,1.850000000000000000e+02
6.570000000000000000e+02,1.880000000000000000e+02
6.440000000000000000e+02,1.910000000000000000e+02
9.700000000000000000e+02,1.910000000000000000e+02
9.770000000000000000e+02,1.920000000000000000e+02
4.560000000000000000e+02,1.930000000000000000e+02
6.050000000000000000e+02,1.930000000000000000e+02
5.920000000000000000e+02,2.010000000000000000e+02
7.410000000000000000e+02,2.080000000000000000e+02
8.020000000000000000e+02,2.090000000000000000e+02
3.810000000000000000e+02,2.100000000000000000e+02
7.570000000000000000e+02,2.110000000000000000e+02
6.160000000000000000e+02,2.140000000000000000e+02
5.610000000000000000e+02,2.150000000000000000e+02
1.195000000000000000e+03,2.020000000000000000e+02
1.163000000000000000e+03,2.250000000000000000e+02
9.610000000000000000e+02,2.610000000000000000e+02
9.290000000000000000e+02,2.620000000000000000e+02
6.690000000000000000e+02,2.700000000000000000e+02
8.780000000000000000e+02,3.080000000000000000e+02
8.300000000000000000e+02,3.050000000000000000e+02
7.280000000000000000e+02,3.120000000000000000e+02
7.430000000000000000e+02,3.120000000000000000e+02
9.080000000000000000e+02,2.850000000000000000e+02
7.780000000000000000e+02,9.600000000000000000e+01
9.050000000000000000e+02,1.060000000000000000e+02
6.900000000000000000e+02,1.480000000000000000e+02
2.720000000000000000e+02,1.500000000000000000e+02
6.270000000000000000e+02,1.820000000000000000e+02
